model,test,book,characters,errors,insertions,deletions,substitutions,arabic_count,arabic_missed
pdf-print-n7m5-nall-ft_best,acdc_mss,bibliotheque_universitaire_des_langues_et_civilisations_paris_ms_pers_21,,,,,,,
pdf-print-n7m5-nall-ft_best,acdc_mss,bnf_arabe_5453,3800,417,140,108,169,3181,280
pdf-print-n7m5-nall-ft_best,acdc_mss,bnf_arabe_5741,1287,316,165,46,105,1067,235
pdf-print-n7m5-nall-ft_best,acdc_mss,bnf_arabe_6246,1227,581,241,77,263,1031,453
pdf-print-n7m5-nall-ft_best,acdc_mss,bnf_arabe_6329,4971,1514,871,142,501,4210,1262
pdf-print-n7m5-nall-ft_best,acdc_mss,bnf_arabe_6575,1553,748,508,44,196,1318,634
pdf-print-n7m5-nall-ft_best,acdc_mss,bnf_arabe_6675,2421,282,148,34,100,1961,171
pdf-print-n7m5-nall-ft_best,acdc_mss,bnf_arabe_6859,1254,142,72,15,55,1000,60
pdf-print-n7m5-nall-ft_best,acdc_mss,bnf_arabe_6983,963,355,205,44,106,828,281
pdf-print-n7m5-nall-ft_best,acdc_mss,bnf_ms_persan_270,6467,2643,1482,215,946,5169,2097
pdf-print-n7m5-nall-ft_best,acdc_mss,bnf_persan_271,3150,1718,1180,62,476,2478,1410
pdf-print-n7m5-nall-ft_best,acdc_mss,bodleian_library_ms_ouseley_add,4846,2321,1634,105,582,3566,1605
pdf-print-n7m5-nall-ft_best,acdc_mss,bryn_mawr_bv_50,2941,1344,872,80,392,2329,1094
pdf-print-n7m5-nall-ft_best,acdc_mss,bulac_ms_pers_113,5113,1058,484,226,348,4061,578
pdf-print-n7m5-nall-ft_best,acdc_mss,bulac_ms_pers_13,1786,622,352,74,196,1449,492
pdf-print-n7m5-nall-ft_best,acdc_mss,cod_arab_114,1005,184,97,22,65,845,139
pdf-print-n7m5-nall-ft_best,acdc_mss,druze_bne_arabe_5363_41_49,4759,861,375,153,333,3845,438
pdf-print-n7m5-nall-ft_best,acdc_mss,druze_bnf_arabe_1209_2r_109r,49889,8201,3272,1336,3593,40672,4184
pdf-print-n7m5-nall-ft_best,acdc_mss,druze_bsb__codarab_230_164r_164v,764,156,104,11,41,606,90
pdf-print-n7m5-nall-ft_best,acdc_mss,druze_bsb_codarab_139v_141v,3454,404,199,78,127,2760,153
pdf-print-n7m5-nall-ft_best,acdc_mss,druze_bsb_codarab_230_126r_126v,774,94,40,11,43,620,48
pdf-print-n7m5-nall-ft_best,acdc_mss,druze_bsb_codarab_230_126v,663,116,50,14,52,543,74
pdf-print-n7m5-nall-ft_best,acdc_mss,druze_bsb_codarab_230_126v_127v,2119,321,178,41,102,1664,112
pdf-print-n7m5-nall-ft_best,acdc_mss,druze_bsb_codarab_230_143v_144v,1847,268,103,42,123,1478,147
pdf-print-n7m5-nall-ft_best,acdc_mss,druze_bsb_codarab_230_144v_146r,3030,511,206,114,191,2418,227
pdf-print-n7m5-nall-ft_best,acdc_mss,druze_bsb_codarab_230_146r_147v,2447,397,173,78,146,1942,164
pdf-print-n7m5-nall-ft_best,acdc_mss,druze_bsb_codarab_230_148r,761,92,36,23,33,600,40
pdf-print-n7m5-nall-ft_best,acdc_mss,druze_bsb_codarab_230_150r_151r,1879,252,109,43,100,1506,122
pdf-print-n7m5-nall-ft_best,acdc_mss,druze_bsb_codarab_230_151r_152v,2894,381,196,59,126,2251,148
pdf-print-n7m5-nall-ft_best,acdc_mss,druze_bsb_codarab_230_154r_155r,3106,642,323,94,225,2346,227
pdf-print-n7m5-nall-ft_best,acdc_mss,druze_bsb_codarab_230_155v,671,185,73,38,74,532,96
pdf-print-n7m5-nall-ft_best,acdc_mss,druze_bsb_codarab_230_155v_156r,648,96,50,11,35,523,59
pdf-print-n7m5-nall-ft_best,acdc_mss,druze_bsb_codarab_230_156r_159r,4383,695,311,96,288,3407,313
pdf-print-n7m5-nall-ft_best,acdc_mss,druze_bsb_codarab_230_160r_160v,2834,732,444,57,231,2116,340
pdf-print-n7m5-nall-ft_best,acdc_mss,druze_bsb_codarab_230_161v_162v,1956,366,155,44,167,1527,209
pdf-print-n7m5-nall-ft_best,acdc_mss,druze_bsb_codarab_230_163r_164r,1991,366,106,135,125,1578,143
pdf-print-n7m5-nall-ft_best,acdc_mss,druze_bsb_codarab_230_164r,268,34,12,4,18,213,18
pdf-print-n7m5-nall-ft_best,acdc_mss,druze_bsb_codarab_230_164v,416,60,28,13,19,333,29
pdf-print-n7m5-nall-ft_best,acdc_mss,druze_bsb_codarab_230_165r,905,178,83,15,80,698,87
pdf-print-n7m5-nall-ft_best,acdc_mss,druze_bsb_codarab_230_40v_42r,2513,368,155,55,158,1990,187
pdf-print-n7m5-nall-ft_best,acdc_mss,druze_bsb_codarab_230_78v_79v,1702,215,98,41,76,1347,90
pdf-print-n7m5-nall-ft_best,acdc_mss,druze_bsb_codarab_230_80v_81r,655,108,48,13,47,518,48
pdf-print-n7m5-nall-ft_best,acdc_mss,druze_princeton_garrett_no_371b_61v-57r,2398,440,239,55,146,2003,326
pdf-print-n7m5-nall-ft_best,acdc_mss,druze_sbb_landberg_212_122v_126v,2993,638,420,31,187,2282,276
pdf-print-n7m5-nall-ft_best,acdc_mss,druze_sbb_lbg_210_220v_229v,5373,679,337,87,255,4289,242
pdf-print-n7m5-nall-ft_best,acdc_mss,druze_sbb_oroct224_145v_146v,844,140,75,19,46,666,58
pdf-print-n7m5-nall-ft_best,acdc_mss,druze_sbb_oroct_162_103v_104r,556,156,86,17,53,439,103
pdf-print-n7m5-nall-ft_best,acdc_mss,druze_sbb_oroct_224_123v126v,2002,387,224,36,127,1549,182
pdf-print-n7m5-nall-ft_best,acdc_mss,druze_sbb_oroct_224_126v135v,5433,1155,633,92,430,4276,621
pdf-print-n7m5-nall-ft_best,acdc_mss,druze_sbb_oroct_224_136r_137v,1150,165,112,9,44,894,65
pdf-print-n7m5-nall-ft_best,acdc_mss,druze_sbb_oroct_224_146v_149v,1579,226,142,20,64,1214,82
pdf-print-n7m5-nall-ft_best,acdc_mss,druze_sbb_wetzstein_ii_230_38r_4,3110,376,292,28,56,2454,112
pdf-print-n7m5-nall-ft_best,acdc_mss,druze_sbb_wetzstein_ii_230_43r_4,1895,278,184,23,71,1478,103
pdf-print-n7m5-nall-ft_best,acdc_mss,druze_sbb_wetzstein_ii_230_46r_4,1691,250,169,22,59,1312,85
pdf-print-n7m5-nall-ft_best,acdc_mss,druze_sbb_wetzstein_ii_230_48v_4,391,72,49,8,15,307,28
pdf-print-n7m5-nall-ft_best,acdc_mss,druze_sbb_wetzstein_ii_230_70v_7,1873,280,198,19,63,1431,74
pdf-print-n7m5-nall-ft_best,acdc_mss,druze_vatican_ar1342_103r_118r,6307,805,202,240,363,5408,499
pdf-print-n7m5-nall-ft_best,acdc_mss,druze_vatican_ar1342_11v_13r,917,177,95,21,61,716,92
pdf-print-n7m5-nall-ft_best,acdc_mss,druze_vatican_ar1342_14r_15v,846,177,89,20,68,663,84
pdf-print-n7m5-nall-ft_best,acdc_mss,druze_vatican_ar1342_17r_20r,1974,316,155,55,106,1585,120
pdf-print-n7m5-nall-ft_best,acdc_mss,druze_vatican_ar1342_20v_33r,5825,1141,584,128,429,4531,476
pdf-print-n7m5-nall-ft_best,acdc_mss,druze_vatican_ar1342_3r_6v,1816,271,121,49,101,1451,115
pdf-print-n7m5-nall-ft_best,acdc_mss,druze_vatican_ar1342_6v_8v,1131,218,95,43,80,906,105
pdf-print-n7m5-nall-ft_best,acdc_mss,druze_vatican_ar1342_9r_11v,1331,221,110,26,85,1050,76
pdf-print-n7m5-nall-ft_best,acdc_mss,fatih_2553,3914,450,155,90,205,3272,329
pdf-print-n7m5-nall-ft_best,acdc_mss,hafiz_divan_umich_ms_319,7029,4448,3171,102,1175,5600,3756
pdf-print-n7m5-nall-ft_best,acdc_mss,leipzig_b_or_156_01,3329,592,253,95,244,2815,445
pdf-print-n7m5-nall-ft_best,acdc_mss,leipzig_b_or_252,4959,1213,626,179,408,4176,934
pdf-print-n7m5-nall-ft_best,acdc_mss,leipzig_ms_gabelentz_60,5431,519,266,110,143,4390,201
pdf-print-n7m5-nall-ft_best,acdc_mss,leipzig_vollers_121,2571,971,603,72,296,2196,821
pdf-print-n7m5-nall-ft_best,acdc_mss,leipzig_vollers_879,35836,3138,943,988,1207,29997,1953
pdf-print-n7m5-nall-ft_best,acdc_mss,lewis_o_27,8289,1521,828,142,551,6605,941
pdf-print-n7m5-nall-ft_best,acdc_mss,lewis_o_75,,,,,,,
pdf-print-n7m5-nall-ft_best,acdc_mss,library_of_congress_pk6450,2558,846,381,142,323,2063,635
pdf-print-n7m5-nall-ft_best,acdc_mss,ms_gabelentz_52,1747,80,33,21,26,1465,53
pdf-print-n7m5-nall-ft_best,acdc_mss,nat_lib_israel_ms_ar_4,1183,220,94,69,57,950,111
pdf-print-n7m5-nall-ft_best,acdc_mss,national_library_of_israel_ms_yahya_ar_862,2686,531,259,74,198,2243,402
pdf-print-n7m5-nall-ft_best,acdc_mss,princeton_garrett_no_1000y,625,210,138,12,60,521,181
pdf-print-n7m5-nall-ft_best,acdc_mss,princeton_garrett_no_1356y,2382,390,171,68,151,1991,259
pdf-print-n7m5-nall-ft_best,acdc_mss,princeton_garrett_no_1585y,1095,160,55,24,81,893,105
pdf-print-n7m5-nall-ft_best,acdc_mss,princeton_islamic_manuscripts_garett_no_62,2455,1658,1359,10,289,1846,1283
pdf-print-n7m5-nall-ft_best,acdc_mss,sbzb_glaser_132,1276,102,51,11,40,1078,80
pdf-print-n7m5-nall-ft_best,acdc_mss,sbzb_glaser_133,1022,141,49,27,65,859,102
pdf-print-n7m5-nall-ft_best,acdc_mss,sbzb_glaser_33,23177,1901,894,495,512,18726,631
pdf-print-n7m5-nall-ft_best,acdc_mss,sbzb_hs_or_13940,1127,425,234,39,152,952,351
pdf-print-n7m5-nall-ft_best,acdc_mss,sbzb_hs_or_14189,1987,255,119,35,101,1608,150
pdf-print-n7m5-nall-ft_best,acdc_mss,sbzb_hs_or_14190,2906,905,423,107,375,2363,728
pdf-print-n7m5-nall-ft_best,acdc_mss,sbzb_hs_or_14192,1805,260,126,42,92,1450,144
pdf-print-n7m5-nall-ft_best,acdc_mss,sbzb_hs_or_14194,1884,243,118,28,97,1511,137
pdf-print-n7m5-nall-ft_best,acdc_mss,sbzb_hs_or_14299,1781,197,92,20,85,1439,115
pdf-print-n7m5-nall-ft_best,acdc_mss,sbzb_hs_or_14308,1078,134,59,15,60,855,69
pdf-print-n7m5-nall-ft_best,acdc_mss,sbzb_hs_or_14309,2452,438,128,68,242,2021,342
pdf-print-n7m5-nall-ft_best,acdc_mss,sbzb_hs_or_8524,1037,180,78,32,70,850,118
pdf-print-n7m5-nall-ft_best,acdc_mss,sbzb_hs_or_9772,1878,255,176,16,63,1503,145
pdf-print-n7m5-nall-ft_best,acdc_mss,sbzb_landberg_97,2608,170,79,50,41,2107,64
pdf-print-n7m5-nall-ft_best,acdc_mss,sbzb_ms_or_fol_215,7017,1294,390,375,529,5851,855
pdf-print-n7m5-nall-ft_best,acdc_mss,sbzb_ms_or_fol_913,,,,,,,
pdf-print-n7m5-nall-ft_best,acdc_mss,sbzb_ms_or_oct_1228,1750,793,451,37,305,1458,669
pdf-print-n7m5-nall-ft_best,acdc_mss,sbzb_ms_or_oct_1790,1488,239,108,38,93,1233,178
pdf-print-n7m5-nall-ft_best,acdc_mss,sbzb_ms_or_oct_241,1213,265,81,43,141,1012,188
pdf-print-n7m5-nall-ft_best,acdc_mss,sbzb_ms_or_oct_372,1868,258,124,39,95,1510,146
pdf-print-n7m5-nall-ft_best,acdc_mss,sbzb_ms_or_oct_952,3231,1885,1473,44,368,2374,1372
pdf-print-n7m5-nall-ft_best,acdc_mss,sbzb_wetzstein_i_148,2905,337,187,50,100,2359,173
pdf-print-n7m5-nall-ft_best,acdc_mss,sbzb_wetzstein_ii_1717,3095,264,86,64,114,2613,185
pdf-print-n7m5-nall-ft_best,acdc_mss,staatsbibliotek_zu_berlin_hs_or_8330,26,21,1,14,6,21,7
pdf-print-n7m5-nall-ft_best,acdc_mss,staatsbibliothek_zu_berlin_hs_or,3847,2522,2037,25,460,2863,1911
pdf-print-n7m5-nall-ft_best,acdc_mss,staatsbibliothek_zu_berlin_hs_or_14071,2550,985,588,97,300,2053,783
pdf-print-n7m5-nall-ft_best,acdc_mss,staatsbibliothek_zu_berlin_hs_or_8299,1768,582,332,66,184,1420,427
pdf-print-n7m5-nall-ft_best,acdc_mss,staatsbibliothek_zu_berlin_hs_or_9821,3186,1195,654,118,423,2550,938
pdf-print-n7m5-nall-ft_best,acdc_mss,szb_landberg_83,4959,339,103,92,144,4139,209
pdf-print-n7m5-nall-ft_best,acdc_mss,u_penn_cajs_rar_ms_207,2310,652,361,95,196,1782,398
pdf-print-n7m5-nall-ft_best,acdc_mss,u_penn_ljs_387,6469,1074,384,208,482,5361,783
pdf-print-n7m5-nall-ft_best,acdc_mss,u_penn_ms_codex_44,1132,107,32,19,56,944,71
pdf-print-n7m5-nall-ft_best,acdc_mss,university_of_michigan_isl_ms_12,8972,926,307,284,335,7479,590
pdf-print-n7m5-nall-ft_best,acdc_mss,university_of_michigan_isl_ms_22,10429,1535,562,261,712,8588,1114
pdf-print-n7m5-nall-ft_best,acdc_mss,university_of_michigan_isl_ms_251,3278,694,280,64,350,2727,554
pdf-print-n7m5-nall-ft_best,acdc_mss,university_of_michigan_isl_ms_28,2158,478,216,50,212,1820,371
pdf-print-n7m5-nall-ft_best,acdc_mss,university_of_michigan_isl_ms_308,2815,798,450,115,233,2261,586
pdf-print-n7m5-nall-ft_best,acdc_mss,university_of_michigan_isl_ms_31,3797,1742,1195,75,472,2924,1336
pdf-print-n7m5-nall-ft_best,acdc_mss,university_of_michigan_isl_ms_40,5580,2274,1074,243,957,4466,1812
pdf-print-n7m5-nall-ft_best,acdc_mss,university_of_michigan_isl_ms_509,3558,458,193,63,202,2923,285
pdf-print-n7m5-nall-ft_best,acdc_mss,university_of_michigan_isl_ms_895,2528,890,494,104,292,2028,679
pdf-print-n7m5-nall-ft_best,acdc_mss,walters_museum_of_art_w_617,2235,831,460,100,271,1811,655
pdf-print-n7m5-nall-ft_best,acdc_mss,walters_museum_of_art_w_619,1699,788,510,71,207,1363,622
pdf-print-n7m5-nall-ft_best,aocp_ms_eval,astan_quds_5643,3823,842,186,85,571,3118,701
pdf-print-n7m5-nall-ft_best,aocp_ms_eval,bl_arundel_or_41,1108,442,172,92,178,850,237
pdf-print-n7m5-nall-ft_best,aocp_ms_eval,bnf_supplement_turc_984,1349,582,240,75,267,1088,427
pdf-print-n7m5-nall-ft_best,aocp_ms_eval,bsb_cod_arab_1071,839,233,57,30,146,692,184
pdf-print-n7m5-nall-ft_best,aocp_ms_eval,bsb_cod_arab_463,2480,88,25,22,41,2053,56
pdf-print-n7m5-nall-ft_best,aocp_ms_eval,chester_beatty_ar_3838,820,293,138,11,144,666,236
pdf-print-n7m5-nall-ft_best,aocp_ms_eval,columbia_ms_or_150,1171,187,67,69,51,957,76
pdf-print-n7m5-nall-ft_best,aocp_ms_eval,columbia_ms_or_26,1343,292,157,26,109,1061,201
pdf-print-n7m5-nall-ft_best,aocp_ms_eval,forschungsbibliothek_gotha_ms_orient_a_102,1873,443,197,75,171,1547,338
pdf-print-n7m5-nall-ft_best,aocp_ms_eval,gotha_ms_orient_a_1632,1063,169,50,33,86,902,127
pdf-print-n7m5-nall-ft_best,aocp_ms_eval,gotha_ms_orient_a_2435,669,110,22,28,60,561,77
pdf-print-n7m5-nall-ft_best,aocp_ms_eval,gotha_ms_orient_p_35,2660,742,283,84,375,2050,492
pdf-print-n7m5-nall-ft_best,aocp_ms_eval,heidelberg_cod_orient_148,671,67,21,1,45,552,56
pdf-print-n7m5-nall-ft_best,aocp_ms_eval,jarring_prov_2,123,65,21,14,30,95,36
pdf-print-n7m5-nall-ft_best,aocp_ms_eval,jarring_prov_36,136,92,72,3,17,115,78
pdf-print-n7m5-nall-ft_best,aocp_ms_eval,leiden_or_775,513,215,125,23,67,444,177
pdf-print-n7m5-nall-ft_best,aocp_ms_eval,leiden_university_or_1094,569,161,76,23,62,469,118
pdf-print-n7m5-nall-ft_best,aocp_ms_eval,leipzig_b_or_230b,1407,238,87,46,105,1153,168
pdf-print-n7m5-nall-ft_best,aocp_ms_eval,leipzig_cod_turc_104,3490,674,321,161,192,3010,477
pdf-print-n7m5-nall-ft_best,aocp_ms_eval,leipzig_vollers_110,1307,183,59,31,93,1090,144
pdf-print-n7m5-nall-ft_best,aocp_ms_eval,leipzig_vollers_226,1787,244,136,32,76,1425,102
pdf-print-n7m5-nall-ft_best,aocp_ms_eval,leipzig_vollers_393,717,52,19,9,24,601,32
pdf-print-n7m5-nall-ft_best,aocp_ms_eval,leipzig_vollers_656,967,198,88,21,89,809,159
pdf-print-n7m5-nall-ft_best,aocp_ms_eval,leipzig_vollers_659,1119,216,106,13,97,897,161
pdf-print-n7m5-nall-ft_best,aocp_ms_eval,leipzig_vollers_686,1738,139,52,22,65,1438,100
pdf-print-n7m5-nall-ft_best,aocp_ms_eval,leipzig_vollers_778,1302,185,34,43,108,1091,131
pdf-print-n7m5-nall-ft_best,aocp_ms_eval,leipzig_vollers_832,1302,321,99,50,172,1089,255
pdf-print-n7m5-nall-ft_best,aocp_ms_eval,mcgill_manuscript_40,1411,125,36,20,69,1178,101
pdf-print-n7m5-nall-ft_best,aocp_ms_eval,michigan_isl_ms_193,1743,401,218,39,144,1444,331
pdf-print-n7m5-nall-ft_best,aocp_ms_eval,michigan_isl_ms_353,985,365,228,15,122,778,289
pdf-print-n7m5-nall-ft_best,aocp_ms_eval,michigan_isl_ms_691_1,1207,158,67,36,55,993,91
pdf-print-n7m5-nall-ft_best,aocp_ms_eval,michigan_isl_ms_943,788,94,36,11,47,652,75
pdf-print-n7m5-nall-ft_best,aocp_ms_eval,national_library_of_israel_ms_ar_497,1886,151,67,29,55,1555,111
pdf-print-n7m5-nall-ft_best,aocp_ms_eval,national_library_of_israel_ms_yah_ar_256,1071,174,78,22,74,899,140
pdf-print-n7m5-nall-ft_best,aocp_ms_eval,princeton_garrett_no_1393Yy,1158,226,99,18,109,940,155
pdf-print-n7m5-nall-ft_best,aocp_ms_eval,princeton_garrett_no_1856Y,1013,253,78,39,136,806,185
pdf-print-n7m5-nall-ft_best,aocp_ms_eval,princeton_garrett_no_302b,1203,168,58,34,76,976,109
pdf-print-n7m5-nall-ft_best,aocp_ms_eval,princeton_garrett_no_556h,1809,355,70,86,199,1484,239
pdf-print-n7m5-nall-ft_best,aocp_ms_eval,princeton_garrett_no_900h,1177,208,88,26,94,942,156
pdf-print-n7m5-nall-ft_best,aocp_ms_eval,princeton_isl_ms_garrett_no_131w,1214,426,228,31,167,951,343
pdf-print-n7m5-nall-ft_best,aocp_ms_eval,princeton_isl_ms_garrett_no_1454y,1199,229,98,42,89,956,154
pdf-print-n7m5-nall-ft_best,aocp_ms_eval,princeton_isl_ms_new_series_no_544,2212,660,339,54,267,1721,525
pdf-print-n7m5-nall-ft_best,aocp_ms_eval,princeton_new_series_no_1010,1521,522,224,54,244,1246,415
pdf-print-n7m5-nall-ft_best,aocp_ms_eval,princeton_new_series_no_1537,1239,174,86,25,63,1015,135
pdf-print-n7m5-nall-ft_best,aocp_ms_eval,princeton_new_series_no_1715,1647,333,113,75,145,1351,227
pdf-print-n7m5-nall-ft_best,aocp_ms_eval,princeton_new_series_no_202q_oversize,2064,396,214,36,146,1591,234
pdf-print-n7m5-nall-ft_best,aocp_ms_eval,princeton_new_series_no_2030,843,141,42,27,72,709,103
pdf-print-n7m5-nall-ft_best,aocp_ms_eval,rbsc_islam_ms_isl_0097,2235,471,229,77,165,1736,249
pdf-print-n7m5-nall-ft_best,aocp_ms_eval,rbsc_ms_bw_ivanow_0157,1531,527,273,44,210,1185,397
pdf-print-n7m5-nall-ft_best,aocp_ms_eval,sbb_glaser_96,1768,463,126,65,272,1460,352
pdf-print-n7m5-nall-ft_best,aocp_ms_eval,sbb_sprenger_275,911,239,68,10,161,763,219
pdf-print-n7m5-nall-ft_best,aocp_ms_eval,sbzb_diez_a_quart_67,1608,365,118,66,181,1345,271
pdf-print-n7m5-nall-ft_best,aocp_ms_eval,sbzb_diez_a_quart_95,804,171,43,13,115,673,152
pdf-print-n7m5-nall-ft_best,aocp_ms_eval,sbzb_glaser_18,1677,315,105,41,169,1332,205
pdf-print-n7m5-nall-ft_best,aocp_ms_eval,sbzb_landberg_232,2088,137,38,18,81,1720,107
pdf-print-n7m5-nall-ft_best,aocp_ms_eval,sbzb_ms_or_fol_4181,2007,687,332,82,273,1608,518
pdf-print-n7m5-nall-ft_best,aocp_ms_eval,sbzb_ms_or_oct_265,1609,470,287,34,149,1302,381
pdf-print-n7m5-nall-ft_best,aocp_ms_eval,sbzb_ms_or_oct_38,1728,393,228,49,116,1377,272
pdf-print-n7m5-nall-ft_best,aocp_ms_eval,sbzb_ms_or_quart_98,1860,190,57,34,99,1544,140
pdf-print-n7m5-nall-ft_best,aocp_ms_eval,sbzb_petermann_ii_446,1584,145,74,25,46,1297,85
pdf-print-n7m5-nall-ft_best,aocp_ms_eval,sbzb_schoemann_v_5,1087,263,95,41,127,899,206
pdf-print-n7m5-nall-ft_best,aocp_ms_eval,sbzb_wetzstein_ii_1114,2236,357,129,44,184,1844,297
pdf-print-n7m5-nall-ft_best,aocp_ms_eval,sbzb_wetzstein_ii_1689,,,,,,,
pdf-print-n7m5-nall-ft_best,aocp_ms_eval,sbzb_wetzstein_ii_1704,2267,257,77,62,118,1863,167
pdf-print-n7m5-nall-ft_best,aocp_ms_eval,sbzb_wetzstein_ii_289,1343,223,68,19,136,1118,188
pdf-print-n7m5-nall-ft_best,aocp_ms_eval,slub_mscr_dresd_ea_84,,,,,,,
pdf-print-n7m5-nall-ft_best,aocp_ms_eval,tubingen_ma_vi_30,1436,288,123,34,131,1169,215
pdf-print-n7m5-nall-ft_best,aocp_ms_eval,tubingen_ma_vi_42,1488,202,58,37,107,1245,152
pdf-print-n7m5-nall-ft_best,aocp_ms_eval,tubingen_ma_vi_83,2075,162,41,34,87,1724,125
pdf-print-n7m5-nall-ft_best,aocp_ms_eval,tubingen_ma_vii_132,794,178,68,29,81,637,116
pdf-print-n7m5-nall-ft_best,aocp_ms_eval,tubingen_ma_vii_72,1179,227,54,58,115,996,151
pdf-print-n7m5-nall-ft_best,aocp_ms_eval,tubingen_ma_viii_106,1361,181,59,46,76,1160,129
pdf-print-n7m5-nall-ft_best,aocp_ms_eval,tuebingen_ma_vi_141,1202,271,98,42,131,984,212
pdf-print-n7m5-nall-ft_best,aocp_ms_eval,uppsala_o_vet_60,524,182,73,34,75,446,135
pdf-print-n7m5-nall-ft_best,aocp_ms_eval,vieac_10314,718,679,662,0,17,583,555
pdf-print-n7m5-nall-ft_best,aocp_ms_eval,vieac_8056v,673,470,340,14,116,533,383
pdf-print-n7m5-nall-sc_best,acdc_mss,akdi_01707,19228,1798,582,381,835,15761,1243
pdf-print-n7m5-nall-sc_best,acdc_mss,altiparmak_efendi_hristiyanlik_ve_paul_hakkin,,,,,,,
pdf-print-n7m5-nall-sc_best,acdc_mss,bibliotheque_nationale_de_france_departement_des_manuscrits_arabe_5267,,,,,,,
pdf-print-n7m5-nall-sc_best,acdc_mss,bibliotheque_nationale_de_france_departement_des_manuscrits_arabe_5341,,,,,,,
pdf-print-n7m5-nall-sc_best,acdc_mss,bibliotheque_nationale_de_france_departement_des_manuscrits_persan_242,,,,,,,
pdf-print-n7m5-nall-sc_best,acdc_mss,bibliotheque_nationale_de_france_departement_des_manuscrits_persan_334,,,,,,,
pdf-print-n7m5-nall-sc_best,acdc_mss,bibliotheque_universitaire_des_langues_et_civilisations_paris_ms_ara_69,,,,,,,
pdf-print-n7m5-nall-sc_best,acdc_mss,bibliotheque_universitaire_des_langues_et_civilisations_paris_ms_pers_16,,,,,,,
pdf-print-n7m5-nall-sc_best,acdc_mss,bibliotheque_universitaire_des_langues_et_civilisations_paris_ms_pers_21,,,,,,,
pdf-print-n7m5-nall-sc_best,acdc_mss,bnf_arabe_5453,,,,,,,
pdf-print-n7m5-nall-sc_best,acdc_mss,bnf_arabe_5741,,,,,,,
pdf-print-n7m5-nall-sc_best,acdc_mss,bnf_arabe_6246,,,,,,,
pdf-print-n7m5-nall-sc_best,acdc_mss,bnf_arabe_6329,,,,,,,
pdf-print-n7m5-nall-sc_best,acdc_mss,bnf_arabe_6575,,,,,,,
pdf-print-n7m5-nall-sc_best,acdc_mss,bnf_arabe_6675,,,,,,,
pdf-print-n7m5-nall-sc_best,acdc_mss,bnf_arabe_6859,,,,,,,
pdf-print-n7m5-nall-sc_best,acdc_mss,bnf_arabe_6983,,,,,,,
pdf-print-n7m5-nall-sc_best,acdc_mss,bnf_ms_persan_270,,,,,,,
pdf-print-n7m5-nall-sc_best,acdc_mss,bnf_persan_271,,,,,,,
pdf-print-n7m5-nall-sc_best,acdc_mss,bodleian_library_ms_ouseley_add,,,,,,,
pdf-print-n7m5-nall-sc_best,acdc_mss,bryn_mawr_bv_50,,,,,,,
pdf-print-n7m5-nall-sc_best,acdc_mss,bulac_ms_pers_113,,,,,,,
pdf-print-n7m5-nall-sc_best,acdc_mss,bulac_ms_pers_13,,,,,,,
pdf-print-n7m5-nall-sc_best,acdc_mss,cod_arab_114,,,,,,,
pdf-print-n7m5-nall-sc_best,acdc_mss,druze_bne_arabe_5363_41_49,,,,,,,
pdf-print-n7m5-nall-sc_best,acdc_mss,druze_bnf_arabe_1209_2r_109r,,,,,,,
pdf-print-n7m5-nall-sc_best,acdc_mss,druze_bsb__codarab_230_164r_164v,,,,,,,
pdf-print-n7m5-nall-sc_best,acdc_mss,druze_bsb_codarab_139v_141v,,,,,,,
pdf-print-n7m5-nall-sc_best,acdc_mss,druze_bsb_codarab_230_126r_126v,,,,,,,
pdf-print-n7m5-nall-sc_best,acdc_mss,druze_bsb_codarab_230_126v,,,,,,,
pdf-print-n7m5-nall-sc_best,acdc_mss,druze_bsb_codarab_230_126v_127v,,,,,,,
pdf-print-n7m5-nall-sc_best,acdc_mss,druze_bsb_codarab_230_143v_144v,,,,,,,
pdf-print-n7m5-nall-sc_best,acdc_mss,druze_bsb_codarab_230_144v_146r,,,,,,,
pdf-print-n7m5-nall-sc_best,acdc_mss,druze_bsb_codarab_230_146r_147v,,,,,,,
pdf-print-n7m5-nall-sc_best,acdc_mss,druze_bsb_codarab_230_148r,,,,,,,
pdf-print-n7m5-nall-sc_best,acdc_mss,druze_bsb_codarab_230_150r_151r,,,,,,,
pdf-print-n7m5-nall-sc_best,acdc_mss,druze_bsb_codarab_230_151r_152v,,,,,,,
pdf-print-n7m5-nall-sc_best,acdc_mss,druze_bsb_codarab_230_154r_155r,,,,,,,
pdf-print-n7m5-nall-sc_best,acdc_mss,druze_bsb_codarab_230_155v,,,,,,,
pdf-print-n7m5-nall-sc_best,acdc_mss,druze_bsb_codarab_230_155v_156r,,,,,,,
pdf-print-n7m5-nall-sc_best,acdc_mss,druze_bsb_codarab_230_156r_159r,,,,,,,
pdf-print-n7m5-nall-sc_best,acdc_mss,druze_bsb_codarab_230_160r_160v,,,,,,,
pdf-print-n7m5-nall-sc_best,acdc_mss,druze_bsb_codarab_230_161v_162v,,,,,,,
pdf-print-n7m5-nall-sc_best,acdc_mss,druze_bsb_codarab_230_163r_164r,,,,,,,
pdf-print-n7m5-nall-sc_best,acdc_mss,druze_bsb_codarab_230_164r,,,,,,,
pdf-print-n7m5-nall-sc_best,acdc_mss,druze_bsb_codarab_230_164v,,,,,,,
pdf-print-n7m5-nall-sc_best,acdc_mss,druze_bsb_codarab_230_165r,,,,,,,
